Partner Name,Customer Account Name,Account Tier,Workload Name,Opportunity Name,Expert Requests,Customer Sub Region,Customer Micro Region,Primary Workload Pillar,Sales Play,Workload Solution,Workload Progress,Begin Migration Date,Production Date,Annual Gross Revenue (ARR USD),Capacity Status (DRP Readiness),Last Touch,Link
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001lHlfdQAC/view"", ""CGE"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009t4YaOAI/view"", ""GCE Procesamiento Imagenes"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000LEYneIAH/view"", ""CGE - Procesamiento de Imagenes"")",,Corporate,MCO CORP SUR,Build with AI,Scale AI Apps and Agents,Drive Business Impact with Agents,4.3: Migrated/Implemented,2025-08-29,2025-12-26,"20,000.00",🟡 Constrained (1 DRP Profile),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001htuRrQAI/view"", ""Chilquinta Energia S.A."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009t0RWOAY/view"", ""Networking Arquitecture - Devaid"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KbCblIAF/view"", ""Chilquinta Energia S.A. - Google Cloud Platform - Devaid (NW Arq)#SalesCreditPOC"")",,Corporate,MCO CORP SUR,Networking,Managed Global WAN (Cloud WAN),Networking,4.3: Migrated/Implemented,2025-12-12,2025-12-19,"8,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hVrsEQAS/view"", ""Transelec S.A."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006MUKXOA4/view"", ""Partner INterconnect resiliencia"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Kgm3zIAB/view"", ""Transelec Partner INterconnect resiliencia"")",,Corporate,MCO CORP SUR,Networking,Cross Sales Play Solutions (Networking),Networking,4.3: Migrated/Implemented,2025-03-12,2025-03-19,"36,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hMjsHQAS/view"", ""CIAL - Consorcio Industrial de Alimentos S.A."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009ssEaOAI/view"", ""SAP RISE Sandbox #Q3CloseAcc"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JOJuUIAX/view"", ""CIAL - Google Cloud Platform #SAPGCP"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000LbtwKAC/view"", ""ER-353357"")",Corporate,MCO CORP SUR,Migrate Modernize and Build,,,4.3: Migrated/Implemented,2025-08-29,2025-09-19,"60,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002M7lcJQAR/view"", ""UCLOUD STORE COLOMBIA S A S"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001qLmKjQAK/view"", ""BBI COLOMBIA S.A.S,"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009ePfSOAU/view"", ""BBI - Infraestructura On prem"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OrIADIA3/view"", ""BBI Optimización infra Onprem"")",,Corporate,MCO CORP NORTE,Migrate Modernize and Build,"Migrate, Modernize and Build",GKE/CloudRun,0-2: Tech Eval/Solution Dev,2026-10-28,2026-12-23,0.00,🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002M7lcJQAR/view"", ""UCLOUD STORE COLOMBIA S A S"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002RRNIaQAP/view"", ""BIA ENERGY S A S E S P"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eOi6OAE/view"", ""Bia Energy - Migración de cargas"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Or7KlIAJ/view"", ""Bia Energy - Migracion Cargas on demand"")",,Corporate,MCO CORP NORTE,Migrate Modernize and Build,,,3:  Proposal / Negotiation,2026-10-21,2026-10-29,"108,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002M7lcJQAR/view"", ""UCLOUD STORE COLOMBIA S A S"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hdMeiQAE/view"", ""La Haus SAS"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eOhwOAE/view"", ""La Haus - DR Máquinasy"")",,,Corporate,MCO CORP NORTE,Infra AI,,,0-2: Tech Eval/Solution Dev,2026-09-02,2026-09-23,"48,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002M7lcJQAR/view"", ""UCLOUD STORE COLOMBIA S A S"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M000029T6o5QAC/view"", ""Bewe Software Colombia S A S"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eOhNOAU/view"", ""bewe - Ondemand platform"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000PihWoIAJ/view"", ""FY26-Bewe #out #Ondemand Plataform"")",,Corporate,MCO CORP NORTE,Build with AI,,,3:  Proposal / Negotiation,2026-09-16,2026-10-06,"36,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002M7lcJQAR/view"", ""UCLOUD STORE COLOMBIA S A S"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hWtN4QAK/view"", ""AUTOTECNICA COLOMBIANA S A S"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009kJkVOAU/view"", ""Databases #LAM"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NOGJ1IAP/view"", ""Auteco_ vtex Iaas #LAM"")",,Corporate,MCO CORP NORTE,Migrate and Modernize Databases,"Migrate, Modernize, and Build with Data Cloud (Databases)","Move to Managed Databases (Homogeneous - Cloud SQL, AlloyDB, Firestore)",3:  Proposal / Negotiation,2026-09-30,2026-09-30,"25,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002M7lcJQAR/view"", ""UCLOUD STORE COLOMBIA S A S"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hWtN4QAK/view"", ""AUTOTECNICA COLOMBIANA S A S"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tSEhOAM/view"", ""Auteco_ vtex Iaas"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NOGJ1IAP/view"", ""Auteco_ vtex Iaas #LAM"")",,Corporate,MCO CORP NORTE,Build with AI,Gemini Enterprise for Customer Experience (Build with AI),AI Search & Specialized AI,4.3: Migrated/Implemented,2026-07-13,2026-07-30,"50,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002M7lcJQAR/view"", ""UCLOUD STORE COLOMBIA S A S"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hWtM3QAK/view"", ""Envía Colvanes"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009duF2OAI/view"", ""ENvia_ cloudarmor"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NMaV7IAL/view"", ""ENvia_cloudArmor_GCP"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000PD0AKAW/view"", ""ER-440851"")",Corporate,MCO CORP NORTE,Security,Secure Innovation with Google Cloud,Security Workload,4.3: Migrated/Implemented,2025-11-14,2025-11-14,"36,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002M7lcJQAR/view"", ""UCLOUD STORE COLOMBIA S A S"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hWtM3QAK/view"", ""Envía Colvanes"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tLDDOA2/view"", ""SCCE_ ENvia"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000M6Yc1IAF/view"", ""Envia Colvanes  #SCCE  #Security"")","ER-434768, ER-440857, ER-439352, ER-434769",Corporate,MCO CORP NORTE,Security,Secure Innovation with Google Cloud,Security Workload,4.3: Migrated/Implemented,2025-12-08,2025-12-08,"30,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002M7lcJQAR/view"", ""UCLOUD STORE COLOMBIA S A S"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hWtN4QAK/view"", ""AUTOTECNICA COLOMBIANA S A S"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009t3q4OAA/view"", ""veo2_Auteco_gemini"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JOtWuIAL/view"", ""veo2_Auteco"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000tK1JKAU/view"", ""ER-381616"")",Corporate,MCO CORP NORTE,,,,4.3: Migrated/Implemented,2025-03-10,2025-03-14,"10,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002M7lcJQAR/view"", ""UCLOUD STORE COLOMBIA S A S"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001rezstQAA/view"", ""Lucro App"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006MYEJOA4/view"", ""Lucro App - DBMod"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KZCgcIAH/view"", ""Lucro App - Google Cloud Platform #M25 #DBMod"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000kN3zKAE/view"", ""ER-394156"")",Corporate,MCO CORP NORTE,Migrate and Modernize Databases,"Migrate, Modernize, and Build with Data Cloud (Apigee)","Modernize Legacy Databases (Heterogeneous - SQL Server, Oracle etc.)",4.3: Migrated/Implemented,2025-08-04,2025-09-05,"138,687.84",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002M7lcJQAR/view"", ""UCLOUD STORE COLOMBIA S A S"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001jPo0HQAS/view"", ""foodology.com.co"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009oRJVOA2/view"", ""Foodology - Analytics expansion"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Jf3J3IAJ/view"", ""Foodology - Analitycs expansion"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000kMiDKAU/view"", ""ER-392729"")",Corporate,MCO CORP NORTE,Analytics,,,4.3: Migrated/Implemented,2025-05-23,2025-07-10,"24,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002M7lcJQAR/view"", ""UCLOUD STORE COLOMBIA S A S"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h6qv8QAA/view"", ""Analítica SAS"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000000GpJvOAK/view"", ""Analitica SAS - Cortex"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JC01QIAT/view"", ""Analitica SAS - Hardening seguridad"")",,Corporate,MCO CORP NORTE,Analytics,,,4.3: Migrated/Implemented,2025-02-24,2025-05-19,"28,800.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002M7lcJQAR/view"", ""UCLOUD STORE COLOMBIA S A S"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hd7hzQAA/view"", ""DOMINA ENTREGA TOTAL S A S"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006AC0xOAG/view"", ""Domina Entrega - Data Analytics"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KYfYHIA1/view"", ""DOMINA ENTREGA TOTAL S A S - Google Cloud Platform - #M25"")",,Corporate,MCO CORP NORTE,Analytics,"Migrate, Modernize, and Build with Data Cloud (Analytics)",Not a Solution,4.3: Migrated/Implemented,2025-03-24,2026-03-01,"12,790.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001kxZPMQA2/view"", ""Tivit Chile Tercerizacion De Procesos, Servicios Y Tecnologia Spa"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hgtNQQAY/view"", ""Masisa S.A"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009oTvHOAU/view"", ""[Masisa] - DM - SQL Server, MySQL, PostgreSQL Modernization to PaaS"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KZPh1IAH/view"", ""[Masisa] - DM - SQL Server, MySQL, PostgreSQL Modernization to PaaS"")","ER-387963, ER-467909",MCO,Chile,Migrate and Modernize Databases,"Migrate, Modernize, and Build with Data Cloud (Databases)","Move to Managed Databases (Homogeneous - Cloud SQL, AlloyDB, Firestore)",3:  Proposal / Negotiation,2027-01-28,2027-06-30,"80,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hie7AQAQ/view"", ""Reifen Investimentos e Participacoes Empresariais Ltda"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eRSBOA2/view"", ""Magnum - GE"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Of8fgIAB/view"", ""Magnum #GCP #GE #CS"")",,Corporate,BR CORP,Build with AI,Lead the Agentic Workplace Transformation (Gemini Enterprise),Gemini Enterprise,0-2: Tech Eval/Solution Dev,2026-08-19,2026-09-29,"80,000.00",🟡 Constrained (1 DRP Profile),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hvUAvQAM/view"", ""Grupo Poly"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009kLLrOAM/view"", ""Novas Frentes VPN - Infra"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OYmvKIAT/view"", ""Grupo Poly - Infra AI"")",,Corporate,BR CORP,Infra AI,AI Infrastructure,AI Infra - Other,0-2: Tech Eval/Solution Dev,2026-09-07,2026-09-29,"250,000.00",🟢 Ready (6 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hvUAvQAM/view"", ""Grupo Poly"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eQyVOAU/view"", ""Grupo Poly - BQ"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Of7gOIAR/view"", ""Grupo Poly #GCP #BQ"")",,Corporate,BR CORP,Migrate and Modernize Databases,"Migrate, Modernize, and Build with Data Cloud (Databases)",,0-2: Tech Eval/Solution Dev,2026-09-16,2026-09-29,"80,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001higWwQAI/view"", ""FAST2 MINE TECNOLOGIA E DESENVOLVIMENTO DE SISTEMAS LTDA"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eQyaOAE/view"", ""Fast2Mine - DB"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Of7gdIAB/view"", ""Fast2Mine #GCP #DB"")",,Corporate,BR CORP,Migrate and Modernize Databases,,,0-2: Tech Eval/Solution Dev,2026-09-24,2026-09-29,"80,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hY61hQAC/view"", ""Ancar Administradora de Shopping Centers"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009kLGhOAM/view"", ""Ancar | Apigee"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OC0LGIA1/view"", ""Ancar | Agent Platform"")",,Corporate,BR CORP,Migrate Modernize and Build,,,3:  Proposal / Negotiation,2026-09-21,2026-10-26,"48,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hie7AQAQ/view"", ""Reifen Investimentos e Participacoes Empresariais Ltda"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eQ27OAE/view"", ""Magnum - SCC"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Of5AaIAJ/view"", ""Magnum #GCP #SCC #Outbound"")",,Corporate,BR CORP,Security,Secure Innovation with Google Cloud,Security Workload,0-2: Tech Eval/Solution Dev,2026-08-19,2026-09-29,"75,000.00",🟡 Constrained (1 DRP Profile),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hie7AQAQ/view"", ""Reifen Investimentos e Participacoes Empresariais Ltda"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eQ22OAE/view"", ""Magnum - CloudIdentity"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Of5A1IAJ/view"", ""Magnum #GCP #CloudArmor #Outbound"")",,Corporate,BR CORP,Migrate Modernize and Build,,,0-2: Tech Eval/Solution Dev,2026-08-26,2026-09-23,"60,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hie7AQAQ/view"", ""Reifen Investimentos e Participacoes Empresariais Ltda"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eQ1nOAE/view"", ""Magnum - GeminiPlatform"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Of3BMIAZ/view"", ""Magnum #GCP #GeminiPlatform #Outbound"")",,Corporate,BR CORP,Build with AI,Scale AI Apps and Agents,,0-2: Tech Eval/Solution Dev,2026-09-08,2026-09-29,"60,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hvUAvQAM/view"", ""Grupo Poly"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009ePXTOA2/view"", ""Grupo Poly - Gemini Platform"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Of38wIAB/view"", ""Grupo Poly #GCP #GeminiPlatform"")",,Corporate,BR CORP,Build with AI,Gemini Enterprise for Customer Experience (Build with AI),,3:  Proposal / Negotiation,2026-08-27,2026-09-23,"60,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001higWwQAI/view"", ""FAST2 MINE TECNOLOGIA E DESENVOLVIMENTO DE SISTEMAS LTDA"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009ePJHOA2/view"", ""Fast2Mine - GeminiPlatform (VertexAI)"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Of2viIAB/view"", ""Fast2Mine #GCP #GeminiPlatform"")",,Corporate,BR CORP,Build with AI,Scale AI Apps and Agents,,0-2: Tech Eval/Solution Dev,2026-08-26,2026-09-22,"60,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h5VPNQA2/view"", ""Innovaro"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009ePIiOAM/view"", ""Innovaro - Gemini Platform (VertexAI)"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Of3A4IAJ/view"", ""Innovaro #GCP #GeminiPlatform"")",,Corporate,BR CORP,Build with AI,Scale AI Apps and Agents,,0-2: Tech Eval/Solution Dev,2026-09-16,2026-09-23,"60,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M000022FwpHQAS/view"", ""Vela LATAM"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009ePJqOAM/view"", ""Escriba - Antigravity"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Of2k1IAB/view"", ""Escriba #GCP #Antigravity"")",,Corporate,BR CORP,Build with AI,Scale AI Apps and Agents,,0-2: Tech Eval/Solution Dev,2026-08-19,2026-09-29,"60,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001k1kWnQAI/view"", ""SUDOESTE INFORMATICA E CONSULTORIA EIRELI"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009ePJ7OAM/view"", ""Sudoeste Informatica - Antigravity"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Of3C5IAJ/view"", ""Sudoeste Informatica #GCP #Antigravity"")",,Corporate,BR CORP,Build with AI,Scale AI Apps and Agents,,0-2: Tech Eval/Solution Dev,2026-08-26,2026-09-30,"60,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001k1kWnQAI/view"", ""SUDOESTE INFORMATICA E CONSULTORIA EIRELI"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009ePJIOA2/view"", ""Sudoeste - GeminiEnterprise"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Of3IXIAZ/view"", ""Sudoeste #GCP #GeminiEnterprise"")",,Corporate,BR CORP,Build with AI,Scale AI Apps and Agents,,0-2: Tech Eval/Solution Dev,2026-08-20,2026-09-24,"30,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hMvJ8QAK/view"", ""MARAJO REDE DE SERVICOS S/A"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZMZEOA4/view"", ""MARAJO REDE DE SERVICOS S/A-Renewal-Gemini Enterprise Linear-2027"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Ops3mIAB/view"", ""MARAJO REDE DE SERVICOS S/A-Renewal-Gemini Enterprise Linear-2027"")",,Corporate,BR CORP,Build with AI,Gemini Enterprise for Customer Experience (Build with AI),AI Search & Specialized AI,4.2: Ramping / Deliver,2026-08-30,2026-08-30,"31,680.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hPmpKQAS/view"", ""ValeCard"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZLw1OAG/view"", ""Infra - Vale Card (Winback OCI)"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000PHPlfIAH/view"", ""VALECARD-BQ-DAF"")",,Corporate,BR CORP,Migrate Modernize and Build,Enterprise Platform of Choice: Oracle,Oracle on Compute,0-2: Tech Eval/Solution Dev,2026-10-16,2026-11-20,"250,000.00",🔴 Capacity Gap (0 DRP Profiles),,
